0,0,0,0,0,0.984,0.016,0
0,0,0,0,0,0.986,0.014,0
0,0,0,0,0,0.986,0.014,0
0,0,0,0,0,0.989,0.011,0
0,0.001,0,0,0,0.947,0.052,0
0,0.001,0,0,0,0.971,0.028,0
0,0,0,0,0,0.985,0.014,0
0,0,0,0,0,0.984,0.015,0
0,0,0,0,0,0.993,0.007,0
0,0,0,0,0,0.986,0.013,0
0,0,0,0,0,0.985,0.015,0
0,0,0,0,0,0.989,0.01,0
0,0,0,0,0,0.986,0.014,0
0,0,0,0,0,0.978,0.022,0
0,0,0,0,0,0.981,0.019,0
0,0,0,0,0,0.986,0.014,0
0,0,0,0,0,0.985,0.015,0
0,0,0,0,0,0.984,0.015,0
0,0,0,0,0,0.981,0.019,0
0,0,0,0,0,0.982,0.018,0
0,0.07,0,0,0.01,0.916,0.004,0
0,0.028,0,0,0.016,0.952,0.004,0
0,0.01,0,0,0.005,0.984,0.001,0
0,0.023,0,0,0.004,0.972,0.002,0
0,0.018,0,0,0.004,0.974,0.004,0
0,0.001,0,0,0.003,0.994,0.002,0
0,0.016,0,0,0.004,0.977,0.003,0
0,0.005,0,0,0.003,0.989,0.003,0
0,0.002,0,0,0,0.991,0.007,0
0,0,0,0,0,0.959,0.039,0.001
0,0,0,0,0,0.971,0.027,0.001
0,0,0,0,0,0.979,0.02,0.001
0,0.001,0,0,0,0.918,0.08,0.001
0,0.001,0,0,0,0.944,0.054,0.001
0,0,0,0,0,0.928,0.071,0
0,0,0,0,0,0.889,0.11,0
0,0.001,0,0,0,0.926,0.074,0
0,0,0,0,0,0.992,0.008,0
0,0,0,0,0,0.99,0.01,0
0,0,0,0,0,0.997,0.003,0
0,0,0,0,0,0.989,0.01,0
0,0,0,0,0,0.995,0.005,0
0,0,0,0,0,0.992,0.008,0
0,0,0,0,0,0.983,0.017,0
0,0,0,0,0,0.998,0.001,0
0,0,0,0,0,0.997,0.003,0
0,0,0,0,0,0.995,0.005,0
0,0,0,0,0,0.997,0.003,0
0,0,0,0,0,0.993,0.006,0
0,0,0,0,0,0.993,0.006,0.001
